resultID,studyName,riskFactorName,fatality,fatalityLowerBound,fatalityUpperBound,fatalitypValue,fatalitySignificance,fatalityAdjusted,fatalityCalculated
72b33f744d6f,"Low dose of hydroxychloroquine reduces fatality of critically ill patients with COVID-19","Heart Disease",HR=1.21,0.84,1.76,0.31,"Not Significant","Not Adjusted",Extracted
83987a27dd38,"Low dose of hydroxychloroquine reduces fatality of critically ill patients with COVID-19","Heart Disease",AHR=1.11,0.71,1.71,0.66,"Not Significant",Adjusted,Extracted
87b89e55f6bb,"Low dose of hydroxychloroquine reduces fatality of critically ill patients with COVID-19",Age,HR=1.02,1.01,1.03,<0.05,Significant,"Not Adjusted",Extracted
a17947c8e9cd,"Low dose of hydroxychloroquine reduces fatality of critically ill patients with COVID-19",Hypertension,AHR=0.77,0.56,1.05,0.09,"Not Significant",Adjusted,Extracted
c6e67a1303d2,"Low dose of hydroxychloroquine reduces fatality of critically ill patients with COVID-19",COPD,HR=1.12,0.55,2.26,0.76,"Not Significant","Not Adjusted",Extracted
7ac5156d594f,"Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2019","Heart Disease","OR 3.27",1.63,6.45,<0.01,Significant,"Not Adjusted",Extracted
bca2c85bc13c,"Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2021","Male gender","OR 1.67",1.0,2.76,0.05,Significant,"Not Adjusted",Extracted
9e0598aabdc9,"Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2022",Hypertension,"OR 1.25",0.77,2.04,0.37,"Not Significant","Not Adjusted",Extracted
ecb0b41934eb,"Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2024",Diabetes,"OR 1.49",0.84,2.65,0.18,"Not Significant","Not Adjusted",Extracted
1f692a625c98,"Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2025","Smoking Status","OR 0.77",0.51,1.17,0.23,"Not Significant","Not Adjusted",Extracted
20371e51acf0,"Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2026","Overweight or obese","OR 2.08",0.96,4.51,0.07,"Not Significant","Not Adjusted",Extracted
dbcbdfe1af3e,"Lung disease severity, Coronary Artery Calcium, Coronary inflammation and Mortality in Coronavirus Disease 2026","Overweight or obese","AOR 2.55",1.03,6.33,<0.01,Significant,Adjusted,Extracted
0545808c9661,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Race_ Black vs","OR 0.87",6.88,0.09,,"Not Significant","Not Adjusted",Calculated
097822482403,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Chronic kidney disease","AOR 1.7",1.4,2.1,<0.01,Significant,Adjusted,Extracted
1f3c07eb0f68,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.",Hypertension,"AOR 0.5",0.2,1.1,0.09,"Not Significant",Adjusted,Extracted
2333d6f4afc1,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.",Diabetes,"AOR 1.4",1.2,1.7,<0.01,Significant,Adjusted,Extracted
2534ed604f03,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Overweight or obese","AOR 1.1",0.5,2.3,0.76,"Not Significant",Adjusted,Extracted
298ff7b76b0b,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Smoking Status","AOR 1.7",0.8,3.8,0.16,"Not Significant",Adjusted,Extracted
2d9d03a023ad,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.",Hypertension,"AOR 1.1",0.9,1.3,0.57,"Not Significant",Adjusted,Extracted
3b728749d009,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Heart Failure","AOR 4.0",1.6,10.4,<0.01,Significant,Adjusted,Extracted
49657a0ca0d8,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.",Cancer,"AOR 2.5",1.0,6.5,0.05,"Not Significant",Adjusted,Extracted
559de5be3cb1,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Heart Failure","AOR 1.0",0.8,1.3,0.95,"Not Significant",Adjusted,Extracted
814f668c254b,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.",Cancer,"AOR 1.0",0.8,1.2,0.94,"Not Significant",Adjusted,Extracted
92339469b93f,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Overweight or obese","AOR 1.1",0.9,1.3,0.42,"Not Significant",Adjusted,Extracted
a5fc9f2f44d0,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Race_ Black vs","OR 0.51",0.78,0.0,,Significant,"Not Adjusted",Calculated
a628a86ff749,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Race_ Other vs","OR 0.62",0.89,0.0,,Significant,"Not Adjusted",Calculated
be06d83ff142,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Race_ Other vs","OR 0.88",6.03,0.09,,"Not Significant","Not Adjusted",Calculated
c9e404df1110,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.",Diabetes,"AOR 1.3",0.7,2.6,0.44,"Not Significant",Adjusted,Extracted
d54f2e0831a3,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Heart Disease","AOR 0.6",0.2,2.1,0.42,"Not Significant",Adjusted,Extracted
dc5028daf79d,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Heart Disease","AOR 1.3",1.1,1.6,<0.01,Significant,Adjusted,Extracted
e1a36a2b0ff5,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Smoking Status","AOR 1.0",0.8,1.2,0.95,"Not Significant",Adjusted,Extracted
f08b3153a800,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Chronic kidney disease","AOR 3.3",1.4,7.7,<0.01,Significant,Adjusted,Extracted
72f46b9d456b,"Multicenter cohort study demonstrates more consolidation in upper lungs on initial CT increases the risk of adverse clinical outcome in COVID-19 patients","Male gender",,,,,,,
86eda7d05f29,"Multicenter cohort study demonstrates more consolidation in upper lungs on initial CT increases the risk of adverse clinical outcome in COVID-19 patients",Diabetes,,,,,,,
cde55e1b1284,"Multicenter cohort study demonstrates more consolidation in upper lungs on initial CT increases the risk of adverse clinical outcome in COVID-19 patients",Hypertension,,,,,,,
5f12b324834b,"Myocardial injury is associated with in-hospital mortality of confirmed or suspected COVID-19 in Wuhan, China: A single center retrospective cohort study",Age,"HR 1.03",0.98,1.08,0.25,"Not Significant","Not Adjusted",Extracted
63799403623c,"Myocardial injury is associated with in-hospital mortality of confirmed or suspected COVID-19 in Wuhan, China: A single center retrospective cohort study","Cerebrovascular disease","OR 2.84",0.71,11.28,0.14,"Not Significant","Not Adjusted",Calculated
05dbc6085aab,"Neurological Manifestations of Hospitalized Patients with COVID-19 in Wuhan, China: a retrospective case series study","Cardio- and cerebrovascular disease",,,,,,,
eeb9dbb3ba16,"Neurological Manifestations of Hospitalized Patients with COVID-19 in Wuhan, China: a retrospective case series study",Cancer,,,,,,,
0f37f17cf58c,"Neutrophil-to-lymphocyte ratio as an independent risk factor for mortality in hospitalized patients with COVID-19","Smoking Status","OR 2.93",0.72,11.94,0.13,"Not Significant","Not Adjusted",Extracted
385e34ce8558,"Neutrophil-to-lymphocyte ratio as an independent risk factor for mortality in hospitalized patients with COVID-19",Cancer,"OR 1.89",0.38,9.51,0.44,"Not Significant","Not Adjusted",Extracted
98f3c06010d5,"Neutrophil-to-lymphocyte ratio as an independent risk factor for mortality in hospitalized patients with COVID-19",COPD,"OR 4.14",0.94,18.22,0.06,"Not Significant","Not Adjusted",Extracted
ac815411bf55,"Neutrophil-to-lymphocyte ratio as an independent risk factor for mortality in hospitalized patients with COVID-19","Heart Disease","OR 6.46",2.33,17.9,<0.05,Significant,"Not Adjusted",Extracted
d37538f9b0f6,"Neutrophil-to-lymphocyte ratio as an independent risk factor for mortality in hospitalized patients with COVID-19","Overweight or obese","OR 1.15",1.01,1.3,<0.05,Significant,"Not Adjusted",Extracted
65637e473307,"Neutrophil-to-Lymphocyte Ratio Predicts Severe Illness Patients with 2019 Novel Coronavirus in the Early Stage",Drinking,,,,,,,
6eb9bba41588,"No Clear Benefit to the Use of Corticosteroid as Treatment in Adult Patients with Coronavirus Disease 2019 : A Retrospective Cohort Study","Male gender",,,,,,,
fecfd8116a47,"Non-severe vs severe symptomatic COVID-19: 104 cases from the outbreak on the cruise ship Â“Diamond PrincessÂ” in Japan","Smoking Status","OR 1.49",0.52,4.23,0.46,"Not Significant","Not Adjusted",Extracted
04d738a5f4dc,"Obesity and COVID-19 Severity in a Designated Hospital in Shenzhen, China","Male gender",,,,,,,
398008a7aeb9,"Obesity and COVID-19 Severity in a Designated Hospital in Shenzhen, China","Chronic liver disease",,,,,,,
3c433df14c3a,"Obesity and COVID-19 Severity in a Designated Hospital in Shenzhen, China","Overweight or obese",,,,,,,
b0f0d819ab1b,"Obesity and COVID-19 Severity in a Designated Hospital in Shenzhen, China","Heart Disease",,,,,,,
21ebd9b2bf45,"Obesity and COVID-19 Severity in a Designated Hospital in Shenzhen, China.",Hypertension,,,,,,,
c01b2fab7724,"Obesity and COVID-19 Severity in a Designated Hospital in Shenzhen, China.",Diabetes,,,,,,,
c4a3ed33663a,"Obesity and COVID-19 Severity in a Designated Hospital in Shenzhen, China.",COPD,,,,,,,
2bf7baad3974,"Obesity and COVID-19: an Italian snapshot",Age,"OR: 1.11",0.95,1.29,0.18,"Not Significant","Not Adjusted",Extracted
575ca2e1598f,"Obesity and COVID-19: an Italian snapshot",Diabetes,"OR: 2.06",0.19,22.44,0.55,"Not Significant","Not Adjusted",Extracted
634289acfad5,"Obesity and COVID-19: an Italian snapshot",Dementia,"OR: 15.81",0.9,277.43,0.06,"Not Significant","Not Adjusted",Extracted
97fe1e470c67,"Obesity and COVID-19: an Italian snapshot","Male gender","OR: 3.49",0.28,43.98,0.33,"Not Significant","Not Adjusted",Extracted
c1f4f8eb7874,"Obesity and COVID-19: an Italian snapshot","Chronic respiratory diseases","OR: 9.8",0.41,230.38,0.16,"Not Significant","Not Adjusted",Extracted
da12aa745107,"Obesity and COVID-19: an Italian snapshot","Overweight or obese","OR: 0.26",0.01,5.2,0.38,"Not Significant","Not Adjusted",Extracted
13a984731b08,"Obesity as a risk factor for greater severity of COVID-19 in patients with metabolic associated fatty liver disease","Overweight or obese",,,,,,,
a92cc3ac86fd,"Obesity as a risk factor for greater severity of COVID-19 in patients with metabolic associated fatty liver disease","Overweight or obese",,,,,,,
fd4dca0444d4,"Obesity as a risk factor for greater severity of COVID-19 in patients with metabolic associated fatty liver disease","Overweight or obese",,,,,,,
02cedb70bf5e,"Obesity as a risk factor for poor outcome in COVID-19-induced lung injury: the potential role of undiagnosed obstructive sleep apnoea","Heart Disease",,,,,,,
37a7b5cdaaf8,"Obesity as a risk factor for poor outcome in COVID-19-induced lung injury: the potential role of undiagnosed obstructive sleep apnoea",Diabetes,,,,,,,
a22ac6abc6ce,"Obesity as a risk factor for poor outcome in COVID-19-induced lung injury: the potential role of undiagnosed obstructive sleep apnoea","Chronic respiratory diseases",,,,,,,
c26635f4eece,"Obesity as a risk factor for poor outcome in COVID-19-induced lung injury: the potential role of undiagnosed obstructive sleep apnoea",Cancer,,,,,,,
e0c60c7fad8c,"Obesity as a risk factor for poor outcome in COVID-19-induced lung injury: the potential role of undiagnosed obstructive sleep apnoea",Hypertension,,,,,,,
30ef49978373,"Obesity in patients younger than 60 years is a risk factor for Covid-19 hospital admission","Overweight or obese",,,,,,,
fde9182e868e,"Obesity in patients younger than 60 years is a risk factor for Covid-19 hospital admission","Overweight or obese",,,,,,,
0f016fc78bab,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.","Autoimmune disorders","AHR 1.23",1.12,1.35,,Significant,Adjusted,Extracted
18a6ee06aa51,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.","Overweight or obese","AHR 1.27",1.18,1.36,,Significant,Adjusted,Extracted
22e80ec26a5c,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.","Immune system disorders","AHR 1.69",1.21,2.34,,Significant,Adjusted,Extracted
53b337b23fff,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.","Race_ Asian vs","AHR 1.62",1.43,1.82,,Significant,Adjusted,Extracted
594e11be1697,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.","Neurological disorders","AHR 2.46",2.19,2.76,,Significant,Adjusted,Extracted
6e764ee13cfd,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.","Race_ Other vs","AHR 1.33",1.03,1.73,,Significant,Adjusted,Extracted
9c6849506e32,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.","Chronic liver disease","AHR 1.61",1.33,1.95,,Significant,Adjusted,Extracted
9dc82de81bac,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.","Smoking Status","AHR 1.25",1.18,1.33,,Significant,Adjusted,Extracted
afbf82c34cf1,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.","Chronic kidney disease","AHR 1.72",1.62,1.83,,Significant,Adjusted,Extracted
bf5f67faf0b0,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.",Cancer,"AHR 1.56",1.29,1.89,,Significant,Adjusted,Extracted
