resultID,studyName,riskFactorName,severity,severityLowerBound,severityUpperBound,severitypValue,severitySignificance,severityAdjusted,severityCalculated
559de5be3cb1,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Heart Failure",,,,,,,
814f668c254b,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.",Cancer,,,,,,,
92339469b93f,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Overweight or obese",,,,,,,
a5fc9f2f44d0,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Race_ Black vs",,,,,,,
a628a86ff749,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Race_ Other vs",,,,,,,
be06d83ff142,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Race_ Other vs",,,,,,,
c9e404df1110,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.",Diabetes,,,,,,,
d54f2e0831a3,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Heart Disease",,,,,,,
dc5028daf79d,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Heart Disease",,,,,,,
e1a36a2b0ff5,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Smoking Status",,,,,,,
f08b3153a800,"Morbid Obesity as an Independent Risk Factor for COVID-19 Mortality in Hospitalized Patients Younger than 50.","Chronic kidney disease",,,,,,,
72f46b9d456b,"Multicenter cohort study demonstrates more consolidation in upper lungs on initial CT increases the risk of adverse clinical outcome in COVID-19 patients","Male gender","OR 1.69",0.98,2.94,0.06,"Not Significant","Not Adjusted",Calculated
86eda7d05f29,"Multicenter cohort study demonstrates more consolidation in upper lungs on initial CT increases the risk of adverse clinical outcome in COVID-19 patients",Diabetes,"OR 3.27",1.39,7.71,0.01,Significant,"Not Adjusted",Calculated
cde55e1b1284,"Multicenter cohort study demonstrates more consolidation in upper lungs on initial CT increases the risk of adverse clinical outcome in COVID-19 patients",Hypertension,"OR 2.79",1.52,5.12,<0.01,Significant,"Not Adjusted",Calculated
5f12b324834b,"Myocardial injury is associated with in-hospital mortality of confirmed or suspected COVID-19 in Wuhan, China: A single center retrospective cohort study",Age,,,,,,,Age
63799403623c,"Myocardial injury is associated with in-hospital mortality of confirmed or suspected COVID-19 in Wuhan, China: A single center retrospective cohort study","Cerebrovascular disease",,,,,,,"Previous stroke"
05dbc6085aab,"Neurological Manifestations of Hospitalized Patients with COVID-19 in Wuhan, China: a retrospective case series study","Cardio- and cerebrovascular disease","OR 1.27",0.44,3.65,0.65,"Not Significant","Not Adjusted",Calculated
eeb9dbb3ba16,"Neurological Manifestations of Hospitalized Patients with COVID-19 in Wuhan, China: a retrospective case series study",Cancer,"OR 0.89",0.28,2.81,0.84,"Not Significant","Not Adjusted",Calculated
0f37f17cf58c,"Neutrophil-to-lymphocyte ratio as an independent risk factor for mortality in hospitalized patients with COVID-19","Smoking Status",,,,,,,
385e34ce8558,"Neutrophil-to-lymphocyte ratio as an independent risk factor for mortality in hospitalized patients with COVID-19",Cancer,,,,,,,
98f3c06010d5,"Neutrophil-to-lymphocyte ratio as an independent risk factor for mortality in hospitalized patients with COVID-19",COPD,,,,,,,
ac815411bf55,"Neutrophil-to-lymphocyte ratio as an independent risk factor for mortality in hospitalized patients with COVID-19","Heart Disease",,,,,,,
d37538f9b0f6,"Neutrophil-to-lymphocyte ratio as an independent risk factor for mortality in hospitalized patients with COVID-19","Overweight or obese",,,,,,,
65637e473307,"Neutrophil-to-Lymphocyte Ratio Predicts Severe Illness Patients with 2019 Novel Coronavirus in the Early Stage",Drinking,"OR 2.88",0.8,10.38,0.11,"Not Significant","Not Adjusted",Calculated
6eb9bba41588,"No Clear Benefit to the Use of Corticosteroid as Treatment in Adult Patients with Coronavirus Disease 2019 : A Retrospective Cohort Study","Male gender","OR 2.43",1.15,5.14,0.02,,,
fecfd8116a47,"Non-severe vs severe symptomatic COVID-19: 104 cases from the outbreak on the cruise ship Â“Diamond PrincessÂ” in Japan","Smoking Status",,,,,,,Calculated
04d738a5f4dc,"Obesity and COVID-19 Severity in a Designated Hospital in Shenzhen, China","Male gender","OR 2.35",1.44,3.82,0,,,
398008a7aeb9,"Obesity and COVID-19 Severity in a Designated Hospital in Shenzhen, China","Chronic liver disease","OR 1.07",0.38,3.04,0.89,,,
3c433df14c3a,"Obesity and COVID-19 Severity in a Designated Hospital in Shenzhen, China","Overweight or obese","OR 2.14",1.33,3.45,0,,,
b0f0d819ab1b,"Obesity and COVID-19 Severity in a Designated Hospital in Shenzhen, China","Heart Disease","OR 3.50",1.72,7.12,0,,,
21ebd9b2bf45,"Obesity and COVID-19 Severity in a Designated Hospital in Shenzhen, China.",Hypertension,"OR 2.07",1.14,3.76,0.02,,,
c01b2fab7724,"Obesity and COVID-19 Severity in a Designated Hospital in Shenzhen, China.",Diabetes,"OR 4.28",1.78,10.28,0,,,
c4a3ed33663a,"Obesity and COVID-19 Severity in a Designated Hospital in Shenzhen, China.",COPD,"OR 2.39",1.13,5.06,0.02,,,
2bf7baad3974,"Obesity and COVID-19: an Italian snapshot",Age,,,,,,,
575ca2e1598f,"Obesity and COVID-19: an Italian snapshot",Diabetes,,,,,,,
634289acfad5,"Obesity and COVID-19: an Italian snapshot",Dementia,,,,,,,
97fe1e470c67,"Obesity and COVID-19: an Italian snapshot","Male gender",,,,,,,
c1f4f8eb7874,"Obesity and COVID-19: an Italian snapshot","Chronic respiratory diseases",,,,,,,
da12aa745107,"Obesity and COVID-19: an Italian snapshot","Overweight or obese",,,,,,,
13a984731b08,"Obesity as a risk factor for greater severity of COVID-19 in patients with metabolic associated fatty liver disease","Overweight or obese","AOR 6.25",1.23,31.71,0.03,Significant,Adjusted,Extracted
a92cc3ac86fd,"Obesity as a risk factor for greater severity of COVID-19 in patients with metabolic associated fatty liver disease","Overweight or obese","OR 5.77",1.19,27.91,0.03,Significant,"Not Adjusted",Extracted
fd4dca0444d4,"Obesity as a risk factor for greater severity of COVID-19 in patients with metabolic associated fatty liver disease","Overweight or obese","AOR 6.32",1.16,34.54,0.03,Significant,Adjusted,Extracted
02cedb70bf5e,"Obesity as a risk factor for poor outcome in COVID-19-induced lung injury: the potential role of undiagnosed obstructive sleep apnoea","Heart Disease","OR 0.70",0.34,1.44,0.34,"Not significant","Not Adjusted",Calculated
37a7b5cdaaf8,"Obesity as a risk factor for poor outcome in COVID-19-induced lung injury: the potential role of undiagnosed obstructive sleep apnoea",Diabetes,"OR 1.02",0.47,2.19,0.97,"Not significant","Not Adjusted",Calculated
a22ac6abc6ce,"Obesity as a risk factor for poor outcome in COVID-19-induced lung injury: the potential role of undiagnosed obstructive sleep apnoea","Chronic respiratory diseases","OR 1.08",0.38,3.08,0.89,"Not significant","Not Adjusted",Calculated
c26635f4eece,"Obesity as a risk factor for poor outcome in COVID-19-induced lung injury: the potential role of undiagnosed obstructive sleep apnoea",Cancer,"OR 1.08",0.38,3.08,0.89,"Not significant","Not Adjusted",Calculated
e0c60c7fad8c,"Obesity as a risk factor for poor outcome in COVID-19-induced lung injury: the potential role of undiagnosed obstructive sleep apnoea",Hypertension,"OR 0.52",0.25,1.08,0.08,"Not significant","Not Adjusted",Calculated
30ef49978373,"Obesity in patients younger than 60 years is a risk factor for Covid-19 hospital admission","Overweight or obese","OR 1.8",1.2,2.7,<0.01,Significant,Adjusted,Extracted
fde9182e868e,"Obesity in patients younger than 60 years is a risk factor for Covid-19 hospital admission","Overweight or obese","OR 1.1",0.8,1.7,0.57,"Not Significant",Adjusted,Extracted
0f016fc78bab,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.","Autoimmune disorders",,,,,,,
18a6ee06aa51,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.","Overweight or obese",,,,,,,
22e80ec26a5c,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.","Immune system disorders",,,,,,,
53b337b23fff,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.","Race_ Asian vs",,,,,,,
594e11be1697,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.","Neurological disorders",,,,,,,
6e764ee13cfd,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.","Race_ Other vs",,,,,,,
9c6849506e32,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.","Chronic liver disease",,,,,,,
9dc82de81bac,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.","Smoking Status",,,,,,,
afbf82c34cf1,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.","Chronic kidney disease",,,,,,,
bf5f67faf0b0,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.",Cancer,,,,,,,
d405cd73cf11,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.","Male gender",,,,,,,
e099d570e2de,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.","Race_ Black vs",,,,,,,
ee2cb41021f9,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.",Diabetes,,,,,,,
f5897a182797,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.","Heart Disease",,,,,,,
fbca2f180f5f,"OpenSAFELY: factors associated with COVID-19-related hospital death in the linked electronic health records of 17 million adult NHS patients.",Asthma,,,,,,,
7abc4f863148,"Outcomes from COVID-19 across the range of frailty: excess mortality in fitter older people","Race_ Black vs",,,,,,,
bcb06f026531,"Outcomes from COVID-19 across the range of frailty: excess mortality in fitter older people","Race_ Black vs",,,,,,,
1615516a77b3,"Outcomes of the 2019 Novel Coronavirus in patients with or without a history of cancer - a multi-centre North London experience",Cancer,"OR 0.68",0.2,2.32,0.53,"Not Significant","Not Adjusted",Calculated
e005ed85fd73,"Patients with arterial hypertension and COVID-19 are at higher risk of ICU admission",Hypertension,"OR 2.54",1.83,3.54,,Significant,"Not Adjusted",Extracted
0eee99bffc34,"Pharmacological characteristics of patients infected with SARS-Cov-2 admitted to Intensive Care Unit in South of France",Diabetes,"OR 0.54",0.18,1.58,0.26,"Not Significant","Not Adjusted",Calculated
1aae3d274bfd,"Pharmacological characteristics of patients infected with SARS-Cov-2 admitted to Intensive Care Unit in South of France",Hypertension,"OR 1.52",0.54,4.27,0.42,"Not Significant","Not Adjusted",Calculated
8aa6fc782949,"Pharmacological characteristics of patients infected with SARS-Cov-2 admitted to Intensive Care Unit in South of France","Heart Disease","OR 0.45",0.14,1.53,0.2,"Not Significant","Not Adjusted",Calculated
a48798e6dac6,"Pharmacological characteristics of patients infected with SARS-Cov-2 admitted to Intensive Care Unit in South of France","Overweight or obese","OR 2.55",0.92,7.06,0.07,"Not Significant","Not Adjusted",Calculated
07cf9f4fcdc4,"Phenotypic characteristics and prognosis of inpatients with COVID-19 and diabetes: the CORONADO study",Hypertension,"OR: 1.23",0.92,1.65,,"Not Significant","Not Adjusted",Extracted
1706fc943960,"Phenotypic characteristics and prognosis of inpatients with COVID-19 and diabetes: the CORONADO study",Cancer,"OR: 1.08",0.77,1.5,,"Not Significant","Not Adjusted",Extracted
1e0dbc02c3ad,"Phenotypic characteristics and prognosis of inpatients with COVID-19 and diabetes: the CORONADO study",COPD,"OR: 0.96",0.64,1.43,,"Not Significant","Not Adjusted",Extracted
7530b10ae0f1,"Phenotypic characteristics and prognosis of inpatients with COVID-19 and diabetes: the CORONADO study","Chronic kidney disease","OR: 0.66",0.35,1.27,,"Not Significant","Not Adjusted",Extracted
e027dee484fb,"Phenotypic characteristics and prognosis of inpatients with COVID-19 and diabetes: the CORONADO study","Chronic liver disease","OR: 1.23",0.81,1.86,,"Not Significant","Not Adjusted",Extracted
faf3ced34f56,"Phenotypic characteristics and prognosis of inpatients with COVID-19 and diabetes: the CORONADO study","Heart Failure","OR: 0.78",0.52,1.17,,"Not Significant","Not Adjusted",Extracted
fd9a067dc93f,"Phenotypic characteristics and prognosis of inpatients with COVID-19 and diabetes: the CORONADO study",Age,"OR: 1.00",0.99,1.01,,"Not Significant","Not Adjusted",Extracted
34ec81c1ec19,"Plasma albumin levels predict risk for nonsurvivors in critically ill patients with COVID-19",Hypertension,"OR 1.64",0.79,3.4,0.18,"Not Significant","Not Adjusted",Calculated
431572a6647d,"Plasma albumin levels predict risk for nonsurvivors in critically ill patients with COVID-19",Diabetes,"OR 1.62",0.74,3.54,0.23,"Not Significant","Not Adjusted",Calculated
847cae529ecc,"Plasma albumin levels predict risk for nonsurvivors in critically ill patients with COVID-19","Smoking Status","OR 0.86",0.34,2.17,0.75,"Not Significant","Not Adjusted",Calculated
8b048759a2e1,"Plasma albumin levels predict risk for nonsurvivors in critically ill patients with COVID-19","Neurological disorders","OR 1.20",0.49,2.96,0.69,"Not Significant","Not Adjusted",Calculated
acce16963b70,"Plasma albumin levels predict risk for nonsurvivors in critically ill patients with COVID-19","Chronic digestive disorders","OR 2.14",0.81,5.64,0.12,"Not Significant","Not Adjusted",Calculated
